"","X.1","X","PA","cover","suitability8","suitability9","bathy_m","slope","bpi_broad","bpi_fine","sub_type","rei","temp1m_median","temp1m_qrange","ws1m_q90","coords.lat","coords.lon","biomass"
"367",691,691,1,14,700,582,-2.683472157,0.16537863,11,0,1,0.096947618,16.12999916,3.670000076,0.131999999,43.8509404,-64.87419149,30.716543
"368",160,160,1,14.39999962,108,602,-1.029286623,1.263459325,17,0,1,0.011647955,15.20800018,0.569000006,0.077,45.10322135,-61.72763534,31.0831037674977
"369",416,416,1,15,489,501,-2.470448256,0.743528843,18,0,2,0.122677192,12.57900047,1.532999992,0.219999999,44.70311542,-62.83430505,31.649798
"370",466,466,1,15,723,668,-1.5,0,5,0,1,0.003644225,15.56200027,1.15199995,0.037999999,44.67022633,-63.44594649,31.649798
"371",627,627,1,15,676,657,-0.504240572,0.118818395,5,0,1,0.002635875,19.17900085,2.520999908,0.085000001,44.15419114,-64.59752427,31.649798
"372",634,634,1,15,590,564,-0.660115778,0.190671504,3,0,1,0.002025145,19.28800011,2.737999916,0.064999998,44.15057274,-64.60836796,31.649798
"373",636,636,1,15,487,589,-0.135620654,0.218804121,17,1,1,0.001179206,17.52700043,3.596999884,0.074000001,44.15104794,-64.52785205,31.649798
"374",673,673,1,15,800,747,0.312313467,0.127590939,5,0,1,0.003339108,22.44499969,3.006999969,0.112000003,43.87378682,-64.90278714,31.649798
"375",679,679,1,15,819,761,0.353175282,0.092957191,6,0,1,0.027565803,21.6590004,3.332000017,0.193000004,43.86876203,-64.90175606,31.649798
"376",680,680,1,15,791,741,0.132681325,0.04837545,7,0,1,0.004090678,21.35899925,3.421000004,0.230000004,43.86849776,-64.8986986,31.649798
"377",706,706,1,15,562,553,-3.47273922,0.107331999,13,0,1,0.082839713,14.42500019,3.648999929,0.119999997,43.83799123,-64.87596277,31.649798
"378",666,666,1,16,114,597,-1.023256898,0.726343513,19,4,1,0.045642924,12.82900047,1.672999978,0.114,43.90420199,-64.77518313,32.639227
"379",779,779,1,17,388,317,-4.708884716,0.179343864,5,0,1,0.090560459,16.92700005,0.973999977,0.052999999,43.51357902,-65.44957942,33.68483
"380",405,405,1,17.5,735,522,0.94963181,0.600190103,21,3,1,0.073536649,13.01500034,1.565000057,0.119999997,44.70689641,-62.83429426,34.22869675
"381",349,349,1,18.33333397,513,513,-1.079774618,0.068060443,10,2,1,0.002149734,15.33100033,4.540999889,0.333000004,44.7271809,-63.01544972,35.1663498423792
"382",245,245,1,18.70000076,674,586,-2.927253962,0.245977357,11,0,1,0.032699682,14.12699986,1.470000029,0.045000002,44.92309708,-62.28020676,35.5912753185812
"383",214,214,1,20,800,706,-0.122761734,0.2290259,16,2,2,0.082269542,15.73900032,2.480000019,0.072999999,45.05008257,-61.88882115,37.158683
"384",444,444,1,20,710,710,0.580983222,0.088435844,14,1,2,0.175623193,13.42199993,4.058000088,0.252000004,44.69469176,-63.09141977,37.158683
"385",456,456,1,20,665,703,0.70507884,0.061970357,11,1,1,0.001413207,18.81299973,3.816999912,0.032000002,44.68864128,-63.15148018,37.158683
"386",662,662,1,20,611,578,-1.132448912,1.17988503,19,9,1,0.006957731,10.78899956,1.169999957,0.048,43.91578151,-64.78032262,37.158683
"387",776,776,1,21,91,527,-3.217567205,0.953883767,19,3,1,0.008454496,15.27900028,1.118999958,0.30399999,43.51792914,-65.36271472,38.428982
"388",409,409,1,21.29999924,92,396,-0.771656156,2.080000162,19,2,2,0.122766942,12.48600006,1.506999969,0.160999998,44.70497962,-62.81706895,38.821024630419
"389",768,768,1,22,95,536,-2.349045277,0.962228358,17,2,1,0.069480687,15.96100044,1.639000058,0.079999998,43.54166143,-65.3580101,39.755455
"390",390,390,1,22.08333397,546,479,0.626636147,0.858478487,20,2,1,0.167198986,13.78199959,2.380000114,0.129999995,44.71002022,-62.81661122,39.8685309139947
"391",383,383,1,22.5,751,653,-0.191115752,0.754052281,18,1,1,0.054663777,14.09000015,2.697000027,0.046,44.71222222,-62.81439492,40.43975675
"392",595,595,1,23,543,557,-1.461271882,0.832273006,11,3,1,0.032563861,12.94299984,2.198999882,0.172000006,44.26815569,-64.33573899,41.138102
"393",443,443,1,25,696,711,0.384132534,0.374894083,13,0,1,0.002161477,16.89500046,4.610000134,0.081,44.69467238,-63.11306483,44.071918
"394",551,551,1,25,491,520,-1.611794949,0.171754271,10,3,1,0.001813977,15.61499977,1.192999959,0.090999998,44.39468456,-64.29334891,44.071918
"395",205,205,1,26.20000076,86,457,-2.331337452,0.935694575,15,5,2,0.076638885,13.18700027,0.962000012,0.143000007,45.06169941,-61.82191307,45.940062888773
"396",664,664,1,27,554,364,-2.963634491,2.542346478,13,4,1,0.037492592,11.11699963,0.760999978,0.07,43.91026949,-64.81023432,47.23043
"397",404,404,1,27.08333397,734,741,1,0.461887956,21,2,1,0.030803645,12.86600018,1.488999963,0.115999997,44.7069113,-62.84489813,47.3669119261486
"398",777,777,1,28,474,479,-3.902354479,0.210919812,5,0,1,0.07018166,17.33399963,1.281999946,0.055,43.51571809,-65.45269715,48.893947
"399",296,296,1,28.39999962,768,642,-0.489498794,0.340244442,18,4,1,0.082161285,12.66899967,1.019000053,0.057,44.80853945,-62.55206436,49.575081868652
"400",336,336,1,30,681,709,0.471652746,0.201823547,6,0,1,0.002195019,20.4279995,5.198999882,0.458999991,44.73468831,-63.11270073,52.389503
"401",429,429,1,30,723,714,1,0,12,0,1,0.001683414,11.91300011,1.578999996,0.071000002,44.69906214,-63.13295302,52.389503
"402",434,434,1,30,688,620,0.307803959,0.210127547,14,2,1,0.231186911,15.07699966,4.593999863,0.214000002,44.69722463,-63.07463704,52.389503
"403",454,454,1,30,730,667,0.50703156,0.690895975,11,2,2,0.122364834,14.09899998,4.249000072,0.194999993,44.68987877,-63.16782631,52.389503
"404",195,195,1,31,505,591,0.876611173,1.2190938,9,1,1,0.001571637,20.24600029,5.836999893,0.129999995,45.06965941,-61.92623415,54.221542
"405",726,726,1,31,176,644,-1.548285007,0.263996422,14,1,1,0.052039545,15.76000023,5.123000145,0.312000006,43.80876135,-64.92813496,54.221542
"406",422,422,1,32,525,496,-3.002532244,1.107718825,18,0,2,0.078400552,12.47599983,1.575999975,0.208000004,44.70122428,-62.83386866,56.109755
"407",637,637,1,32.5,596,547,-0.819845498,0.139350653,4,0,1,0.002272789,18.32099915,2.500999928,0.083999999,44.14904702,-64.60482539,57.07492675
"408",233,233,1,34.40000153,90,304,-2.306855917,3.205624819,10,3,1,0.001742689,13.50699997,0.967000008,0.035,44.95135378,-62.17247805,60.87065925821
"409",439,439,1,35,764,763,0.583562493,0.191158697,10,1,1,0.00947344,17.02700043,4.382999897,0.136999995,44.69524597,-63.16033221,62.111438
"410",232,232,1,37,746,612,-0.71659565,0.692304075,11,1,2,0.0585467,14.62699986,2.561000109,0.090000004,44.953698,-62.23767103,66.39343
"411",350,350,1,37.5,230,333,-4.677310944,7.957438469,7,0,1,0.002940369,14.20499992,4.578999996,0.518000007,44.72686641,-63.01014586,67.49903675
"412",476,476,1,37.5,464,418,-1.963479519,0.850646138,6,0,1,0.002846113,13.81299973,0.852999985,0.032000002,44.66300184,-63.44015166,67.49903675
"413",504,504,1,37.5,115,451,-1.953947425,2.340540648,38,3,2,0.002498179,11.75800037,1.19599998,0.071999997,44.45824722,-63.73557665,67.49903675
"414",623,623,1,37.5,660,677,0.752225876,0.685301483,5,1,1,0.002443607,19.63800049,2.73300004,0.052999999,44.15572935,-64.60019193,67.49903675
"415",631,631,1,37.5,602,617,0.183999598,0.104116119,3,0,1,0.001610173,20.09799957,2.792000055,0.052999999,44.15177719,-64.61233964,67.49903675
"416",635,635,1,37.5,602,600,-1.726894021,0.692534566,15,0,1,0.003610519,16.56800079,3.171000004,0.057,44.15098934,-64.5322271,67.49903675
"417",649,649,1,37.5,448,592,0.077999592,0.228394702,6,1,1,0.000932131,18.16500092,2.017999887,0.045000002,44.144359,-64.6020727,67.49903675
"418",672,672,1,37.5,822,771,0.4801175,0.027163068,5,0,1,0.0262265,22.62599945,3.15899992,0.093000002,43.87467362,-64.90630036,67.49903675
"419",675,675,1,37.5,716,711,0.042621244,0.374512702,5,0,1,0.004553879,22.43300056,2.948999882,0.115999997,43.87184629,-64.9057746,67.49903675
"420",529,529,1,38.75,511,557,-1.060279965,2.26911068,14,10,2,0.007630411,11.24499989,0.839999974,0.035,44.40953925,-64.26114717,70.3244939375
"421",397,397,1,39.2857132,775,738,1,0.461913854,21,2,2,0.057493493,13.18999958,1.633999944,0.209000006,44.70848063,-62.84047552,71.5622705771388
"422",361,361,1,40,502,539,-1.286601186,3.375115156,7,0,1,0.002883845,18.25900078,6.953999996,0.598999977,44.72115055,-63.10118407,73.237723
"423",377,377,1,40,801,768,0.300243527,0.145355597,8,0,1,0.045583867,20.12599945,3.355000019,0.181999996,44.71412952,-63.17496653,73.237723
"424",414,414,1,40,723,728,0.328541785,0.285792202,13,1,0,0.00228341,14.40999985,4.651000023,0.252000004,44.70320007,-63.09010776,73.237723
"425",599,599,1,42,93,445,-2.566999912,4.195204258,16,4,1,0.037895072,12.20899963,1.623000026,0.144999996,44.24017488,-64.33028416,78.081455
"426",612,612,1,42,546,583,-3.065188885,0.332426697,15,1,1,0.005209004,12.76200008,1.756999969,0.026000001,44.21400731,-64.38446037,78.081455
"427",433,433,1,43,776,746,0.35592863,0.158848181,13,1,1,0.12294741,13.60099983,4.434000015,0.27700001,44.69784365,-63.09009945,80.587582
"428",524,524,1,43.75,507,406,-2.497187614,2.886151552,13,11,2,0.024928484,10.6789999,0.70599997,0.041000001,44.41179286,-64.25679962,82.5040414375
"429",333,333,1,44.20000076,101,522,-0.110724941,1.543639183,15,4,1,0.00190102,12.19900036,1.782999992,0.072999999,44.73927869,-62.79087836,83.6690860572334
"430",413,413,1,45,778,755,0.462581038,0.372726858,21,2,1,0.032378808,12.57400036,1.5,0.266000003,44.70406886,-62.84004583,85.768358
"431",463,463,1,45.83333206,722,648,-1.5,0,5,0,1,0.003149945,16.51499939,2.920000076,0.056000002,44.67115075,-63.45125227,87.993327764882
"432",338,338,1,50,652,703,0.698932111,0.369670063,6,1,1,0.002235092,20.00499916,5.585999966,0.370999992,44.73311506,-63.11048753,99.703343
"433",362,362,1,50,762,728,0.097135164,0.084747225,9,0,1,0.002819705,18.10000038,6.961999893,0.99000001,44.720208,-63.09808891,99.703343
"434",514,514,1,50,120,472,-0.352477103,2.155201197,41,9,2,0.031483702,11.32900047,1.343000054,0.064999998,44.45099207,-63.73680526,99.703343
"435",630,630,1,50,510,522,-0.604538202,1.781624794,15,0,2,0.002255975,16.95999908,3.236999989,0.032000002,44.15381848,-64.53273799,99.703343
"436",435,435,1,51.25,731,759,0.491150051,0.297084898,22,2,2,0.078197829,13.18999958,1.536000013,0.280000001,44.69713579,-62.83918141,103.4065189375
"437",600,600,1,52,604,538,-0.14463748,0.586000144,10,1,1,0.002130716,17.3560009,3.296999931,0.096000001,44.23862596,-64.40695296,105.670555
"438",550,550,1,58,159,472,-1.853647351,2.452973604,14,5,3,0.025030259,13.375,1.215000033,0.114,44.39552711,-64.2459039,124.920367
"439",180,180,1,60,745,693,1,0.056795027,9,1,1,0.002372646,20.52899933,5.434999943,0.179000005,45.0737252,-61.92304548,131.786363
"440",382,382,1,60,773,754,0.159921542,0.296653837,11,1,1,0.014642621,16.12299919,6.897999763,0.239999995,44.71234597,-63.07863331,131.786363
"441",440,440,1,60,668,596,0.074760795,1.45164752,13,0,1,0.101223968,13.34399986,4.222000122,0.204999998,44.69531941,-63.09451295,131.786363
"442",716,716,1,60,344,310,-4.340810299,5.354407787,10,-2,1,0.027770277,16.7689991,4.843999863,0.289000005,43.81976272,-64.92979477,131.786363
"443",670,670,1,62.20000076,802,751,0.310132921,0.052077927,5,0,1,0.003425759,22.28199959,3.154000044,0.118000001,43.87539784,-64.90066027,139.598485225694
"444",339,339,1,62.5,693,690,0.044921804,0.437616259,10,3,1,0.003985459,14.35900021,4.005000114,0.310000002,44.73253684,-63.01854532,140.68483675
"445",348,348,1,62.5,547,568,-0.995071828,4.202480793,11,2,1,0.002888653,13.93000031,4.196000099,0.407999992,44.72812652,-63.01235603,140.68483675
"446",406,406,1,62.5,717,593,-1.492791176,1.06735003,19,0,1,0.058871716,13.10700035,1.572000027,0.254999995,44.70627443,-62.84003976,140.68483675
"447",464,464,1,62.5,724,666,-1.5,0,5,0,1,0.003557925,16.01300049,2.173000097,0.074000001,44.67116292,-63.44816146,140.68483675
"448",468,468,1,62.5,688,645,-1.5,0,5,0,1,0.00282058,16.29899979,2.812000036,0.050999999,44.66799125,-63.45343543,140.68483675
"449",629,629,1,62.5,606,642,0.353411645,0.062456183,3,0,1,0.001575973,20.80999947,3.118000031,0.048999999,44.15364859,-64.61370363,140.68483675
"450",358,358,1,63.33333206,511,603,0.565360785,0.450385898,13,5,1,0.001723174,14.29599953,4.734000206,0.437000006,44.72308553,-63.00881934,143.729009429805
"451",608,608,1,67,748,685,-0.513578236,0.05687486,20,1,1,0.014531987,13.37300014,2.426000118,0.166999996,44.22004006,-64.3543681,157.58683
"452",721,721,1,67.5,780,724,0.35630095,0.591813385,15,2,1,0.026451964,16.82900047,4.198999882,0.337000012,43.81633494,-64.92750833,159.53504675
"453",713,713,1,69.01999664,633,500,-0.123525091,5.138446331,11,1,1,0.002175884,17.61400032,5.086999893,0.157000005,43.82881542,-64.93487471,165.543850568706
"454",366,366,1,70,620,658,0.623812258,2.649141312,8,1,1,0.008118755,21.30400085,3.007999897,0.148000002,44.71917751,-63.17056251,169.486783
"455",374,374,1,70,800,787,0.581755757,0.050792117,8,1,1,0.045476578,20.3390007,3.244999886,0.187000006,44.71602337,-63.17276274,169.486783
"456",437,437,1,70,738,700,0.707228065,1.00958395,13,0,1,0.031447262,13.65499973,5.347000122,0.177000001,44.6962582,-63.1020242,169.486783
"457",451,451,1,70,643,555,-0.454066455,0.810454071,10,1,0,0.132245898,14.4659996,4.710000038,0.179000005,44.69240137,-63.16650843,169.486783
"458",458,458,1,70,619,614,0.790830672,0.039232027,12,3,1,0.000781242,18.98999977,3.871999979,0.032000002,44.68675078,-63.15147525,169.486783
"459",535,535,1,70.83333588,562,552,-0.326976269,4.490107536,14,15,2,0.005869553,10.69699955,0.690999985,0.024,44.40715829,-64.27692033,172.882058296648
"460",402,402,1,71.40000153,100,616,-0.733409464,0.616098821,19,1,1,0.111685462,13.38500023,1.898000002,0.175999999,44.70750239,-62.81838651,175.21311663822
"461",678,678,1,71.66666412,722,672,0.311048448,0.676941872,1,0,1,0.026363447,22.61100006,3.680999994,0.090000004,43.86803861,-64.96314919,176.316311889695
"462",415,415,1,75,651,653,-0.443125427,1.052913666,20,1,1,0.049225435,12.61900043,1.521999955,0.25999999,44.70311924,-62.83695584,190.443518
"463",441,441,1,75,787,778,0.552004278,0.081437387,23,1,1,0.045619845,13.29699993,1.50999999,0.188999996,44.69524654,-62.84007012,190.443518
"464",559,559,1,75,436,689,0.237490907,0.23874934,13,2,1,0.001061714,15.55799961,3.799000025,0.186000004,44.3848015,-64.27555536,190.443518
"465",432,432,1,75.41666412,462,645,-0.440944701,1.64276576,21,1,1,0.008062306,12.99800014,1.416000009,0.233999997,44.69871552,-62.84226941,192.253292290733
"466",389,389,1,76.7857132,628,702,0.36629656,0.383387774,20,1,1,0.160384029,13.91800022,2.266000032,0.090999998,44.71003742,-62.8276575,198.268401325769
"467",294,294,1,77.66666412,676,440,-0.130857959,2.174350977,16,4,1,0.090529174,13.41499996,1.493999958,0.035,44.82027172,-62.57145208,202.194655031356
"468",610,610,1,78,560,645,-0.593909383,0.760891557,17,3,1,0.007012642,12.41100025,1.703999996,0.046999998,44.21653277,-64.38408141,203.691647
"469",533,533,1,79.16666412,586,555,-0.696180463,1.193670869,15,7,2,0.034643359,12.91800022,1.621000051,0.064000003,44.4083421,-64.25540699,208.980219566771
"470",400,400,1,80,828,781,0.438668162,0.122814484,12,1,1,0.047617413,15.20800018,6.471000195,0.157000005,44.70761364,-63.08702176,212.804603
"471",410,410,1,80,822,775,0.543268979,0.116594791,13,2,1,0.079475284,14.7130003,6.379000187,0.196999997,44.70477822,-63.0865757,212.804603
"472",425,425,1,80,768,746,0.493559033,0.13852638,13,1,1,0.130359188,13.85599995,4.676000118,0.312999994,44.70005061,-63.08833577,212.804603
"473",431,431,1,80,700,706,0.778957903,0.088040598,14,2,1,0.178741276,15.15600014,4.724999905,0.268000007,44.69879888,-63.07640613,212.804603
"474",310,310,1,81.30000305,706,543,0.350355059,0.517566562,17,3,1,0.002257794,13.82900047,1.057999969,0.048,44.77715198,-62.68191997,218.848531921319
"475",188,188,1,82.5,813,769,1,0,10,1,1,0.028134029,19.31500053,6.335000038,0.186000004,45.07178473,-61.91774635,224.51177675
"476",510,510,1,84,64,261,-5.276892185,8.492715836,32,6,1,0.069069915,10.49100018,1.289000034,0.126000002,44.45563765,-63.58772742,231.704603
"477",697,697,1,84,753,658,-0.78293103,0.086621955,5,0,1,0.027721971,19.95800018,4.589000225,0.229000002,43.8443411,-64.94843872,231.704603
"478",609,609,1,85,114,641,-0.352165222,0.998970628,21,5,1,0.006943559,12.42700005,2.323999882,0.083999999,44.2182483,-64.34600206,236.570038
"479",607,607,1,86,725,555,0.300830215,0.929715455,17,3,1,0.007446335,13.35900021,1.756000042,0.30399999,44.22254465,-64.38203134,241.491647
"480",715,715,1,86,818,770,0.656498075,0.131724611,13,2,1,0.027457364,18.15299988,6.024000168,0.310000002,43.82343175,-64.93644176,241.491647
"481",315,315,1,87.40000153,114,522,-1.484504342,0.391544104,12,3,1,0.002946999,12.94499969,1.14199996,0.129999995,44.77008517,-62.75494004,248.47627961336
"482",203,203,1,87.5,807,766,1,0,12,1,1,0.035653431,17.97800064,6.735000134,0.231999993,45.06356501,-61.91478949,248.97938675
"483",342,342,1,87.5,749,709,0.404246509,0.223372295,11,3,1,0.003372165,14.35599995,4.285999775,0.356000006,44.7309617,-63.01677676,248.97938675
"484",418,418,1,87.5,671,558,-2.70416522,0.903441966,19,0,1,0.047354121,12.34700012,1.468000054,0.225999996,44.70186817,-62.84358622,248.97938675
"485",419,419,1,87.5,549,544,-1.920070648,0.88581866,19,0,1,0.094610229,12.56299973,1.480999947,0.294999987,44.70186328,-62.84005191,248.97938675
"486",427,427,1,87.5,593,588,-3.055847883,0.296714962,19,0,2,0.007636227,12.80300045,1.368999958,0.209999993,44.69998008,-62.84535841,248.97938675
"487",428,428,1,87.5,555,598,-1.357730865,0.923641205,20,0,1,0.056795146,12.51599979,1.486999989,0.294999987,44.69997154,-62.83917356,248.97938675
"488",467,467,1,87.5,688,646,-1.5,0,6,0,1,0.003681466,14.48400021,0.884000003,0.041999999,44.66929142,-63.44329006,248.97938675
"489",531,531,1,87.5,606,544,-1.478480577,1.057567716,15,7,2,0.037962906,12.38899994,1.067000031,0.066,44.40932095,-64.25235086,248.97938675
"490",574,574,1,87.5,525,531,-1.172967553,3.299966335,16,1,2,0.020992398,12.88199997,2.131000042,0.109999999,44.37256957,-64.21246906,248.97938675
"491",575,575,1,87.5,72,372,-3.556188822,4.44678688,14,0,2,0.028726358,11.77700043,1.340000033,0.057,44.37197676,-64.20894241,248.97938675
"492",579,579,1,87.5,109,509,0.757903695,0.777227938,19,6,2,0.089703865,13.41899967,2.078999996,0.105999999,44.3660653,-64.20179269,248.97938675
"493",580,580,1,87.5,144,642,1,0.427241981,19,4,3,0.078455962,14.04100037,2.707999945,0.151999995,44.36539821,-64.20529307,248.97938675
"494",639,639,1,87.5,707,673,0.291492105,0.576125801,17,1,1,0.002325093,16.90800095,3.40899992,0.074000001,44.14944951,-64.52956138,248.97938675
"495",650,650,1,87.5,704,671,-0.006305112,0.384652048,18,1,1,0.002752479,16.28100014,3.838999987,0.134000003,44.14411789,-64.52767326,248.97938675
"496",676,676,1,87.5,810,757,0.300270349,0.026121425,6,0,1,0.020506188,22.11000061,3.082999945,0.144999996,43.8703078,-64.9035476,248.97938675
"497",184,184,1,90,699,725,0.611896336,0.308571398,9,0,1,0.002417995,19.96800041,6.041999817,0.173999995,45.0727592,-61.92084043,261.739823
"498",198,198,1,90,729,719,1,0,11,1,1,0.002162382,18.68499947,6.737999916,0.296000004,45.06831122,-61.91692269,261.739823
"499",213,213,1,90,820,770,0.149373963,0.116685711,15,1,1,0.053766206,15.66300011,5.394999981,0.316000015,45.05145016,-61.89990652,261.739823
"500",394,394,1,90,707,714,0.401157469,0.388702601,9,0,1,0.002745063,18.7329998,3.59100008,0.138999999,44.70876627,-63.17936881,261.739823
"501",408,408,1,90,748,747,0.486050963,0.065202713,9,1,1,0.002480239,17.13800049,5.059000015,0.195999995,44.70530244,-63.17803266,261.739823
"502",426,426,1,90,752,735,0.677188873,0.093068756,14,2,1,0.131994411,14.05099964,6.855000019,0.39199999,44.70005459,-63.08303444,261.739823
"503",446,446,1,90,770,736,0.284883231,0.411531329,10,1,0,0.054232877,16.04299927,4.769999981,0.136000007,44.6942976,-63.16253827,261.739823
"504",237,237,1,91.40000153,82,602,-0.639395297,0.609381378,21,2,1,0.164186865,14.26299953,1.269999981,0.224000007,44.94317732,-62.05281333,269.039030357145
"505",719,719,1,93.1818161,710,647,0.051830966,2.346183777,15,1,1,0.029032847,16.46800041,4.988999844,0.26699999,43.81788769,-64.92886393,278.488138260721
"506",657,657,1,94,746,655,-0.645489395,0.192090198,10,0,1,0.036172695,12.54300022,2.319999933,0.056000002,43.92450812,-64.84598127,282.886783
"507",334,334,1,94.30000305,687,665,0.226295963,0.558826029,9,3,1,0.00409076,15,3.096999884,0.201000005,44.73852386,-63.01545274,284.509053748618
"508",202,202,1,95,808,765,1,0,11,1,1,0.035549592,18.40800095,6.758999825,0.270999998,45.06515271,-61.91609318,288.313958
"509",380,380,1,95,798,771,0.330086082,0.157893986,8,1,1,0.058878221,19.73500061,3.677000046,0.192000002,44.71350339,-63.17231337,288.313958
"510",327,327,1,96.5,698,713,0.461752683,0.37079829,7,4,1,0.005309379,14.96399975,3.184999943,0.170000002,44.74513833,-63.02739176,296.56004675
"511",548,548,1,97,456,365,-3.01317358,4.152939796,10,2,1,0.001808919,14.21100044,0.985000014,0.082999997,44.39610301,-64.27931674,299.33683
"512",549,549,1,97,577,614,-0.875170231,2.315981388,14,3,3,0.004700026,13.2840004,1.914999962,0.291000009,44.39632278,-64.25954477,299.33683
"513",712,712,1,97,784,735,0.358633786,0.601712704,11,1,1,0.027314596,18.49900055,5.721000195,0.293000013,43.82874904,-64.93879016,299.33683
"514",320,320,1,97.19999695,543,584,-0.681094587,0.429020435,3,3,1,0.003853896,16.87700081,0.760999978,0.061000001,44.76309752,-63.02916927,300.451458464524
"515",683,683,1,98,722,564,-0.910057068,0.561803401,10,0,1,0.044653248,19.83699989,3.503000021,0.127000004,43.86187107,-64.88019591,304.932527
"516",698,698,1,98,706,595,-1.555971026,0.102695815,14,1,1,0.093758866,16.59399986,3.371999979,0.166999996,43.84478359,-64.86529052,304.932527
"517",287,287,1,98.19999695,105,498,-1.747642994,2.032772064,15,2,1,0.025967076,12.02700043,0.897000015,0.037,44.8412103,-62.45704039,306.058390093193
"518",305,305,1,98.69999695,98,577,-0.821534455,0.750210881,17,4,1,0.084752992,13.55200005,1.297999978,0.066,44.79296339,-62.5999733,308.882921157528
"519",554,554,1,99,525,452,-1.60925591,1.931358218,13,1,1,0.002279317,13.96399975,2.319999933,0.453999996,44.39470884,-64.26302592,310.584398
"520",558,558,1,99,440,520,-0.504752219,0.513696015,13,3,1,0.001422203,15.19900036,3.292999983,0.27700001,44.38825694,-64.27650926,310.584398
"521",165,165,1,99.30000305,72,501,-1.49952054,0.684057593,18,2,1,0.001030507,15.03199959,0.477999985,0.07,45.09252179,-61.72876257,312.290930605271
"522",171,171,1,100,100,504,1,0.696441591,18,8,1,0.001291007,13.81099987,0.75,0.028999999,45.07746759,-61.82336776,316.292443
"523",306,306,1,100,73,541,-0.19158265,0.662275195,18,6,1,0.19360283,13.0710001,1.358999968,0.050000001,44.78196046,-62.60712772,316.292443
"524",312,312,1,100,139,688,0.1739683,0.314518392,17,3,1,0.001859332,12.30900002,1.50999999,0.02,44.77464967,-62.68856889,316.292443
"525",326,326,1,100,108,436,-0.50805974,2.582351446,16,4,1,0.077997722,12.56099987,1.379999995,0.037,44.75174539,-62.72627645,316.292443
"526",328,328,1,100,755,721,0.026204089,0.21789071,14,1,1,0.003570638,13.44999981,1.549999952,0.218999997,44.7449605,-62.79660543,316.292443
"527",330,330,1,100,747,718,0.300704479,0.380457371,15,1,1,0.003424812,13.21700001,1.360000014,0.179000005,44.74402228,-62.80058772,316.292443
"528",347,347,1,100,674,703,0.684188783,0.261270851,7,1,1,0.002771101,19.8029995,6.106999874,0.349999994,44.72806984,-63.11445584,316.292443
"529",363,363,1,100,718,730,0.404447496,0.259563535,9,1,1,0.002330238,18.51499939,5.815000057,0.257999986,44.71988162,-63.11046235,316.292443
"530",365,365,1,100,742,735,0.156464979,0.106360003,9,0,0,0.002617464,18.21999931,6.593999863,0.393000007,44.7195699,-63.10692635,316.292443
"531",387,387,1,100,786,769,0.399503082,0.195352718,9,1,1,0.04049094,19.14999962,4.953000069,0.246000007,44.71004276,-63.16876827,316.292443
"532",399,399,1,100,759,681,0.139259756,0.602698743,9,1,1,0.078927249,18.47999954,5.462999821,0.224999994,44.70783784,-63.16832003,316.292443
"533",403,403,1,100,750,740,0.603359461,0.132878825,9,0,1,0.002375249,18.2689991,3.542999983,0.152999997,44.70718877,-63.18068943,316.292443
"534",421,421,1,100,756,731,0.437545836,0.036784623,13,2,0,0.143454969,13.99199963,5.883999825,0.344000012,44.7013133,-63.08524518,316.292443
"535",438,438,1,100,786,738,0.645304441,0.151406407,13,0,1,0.092730246,13.49199963,4.677999973,0.234999999,44.69626206,-63.09760673,316.292443
"536",447,447,1,100,684,686,0.546961725,0.875858903,13,0,1,0.002982876,13.74800014,5.675000191,0.153999999,44.6937335,-63.10643707,316.292443
"537",538,538,1,100,97,475,-2.550471783,3.369152308,13,2,1,0.021361884,13.01599979,0.850000024,0.111000001,44.40013696,-64.25655003,316.292443
"538",546,546,1,100,569,509,1,1.026465297,18,7,1,0.003066708,13.73099995,1.467000008,0.068000004,44.39720729,-64.23627077,316.292443
"539",547,547,1,100,429,419,-0.807581007,2.398849249,12,4,1,0.001618501,14.31099987,1.567000031,0.158999994,44.3963786,-64.28283862,316.292443
"540",689,689,1,100,767,661,-0.261191398,0.131072327,10,0,1,0.003822703,19.3390007,3.79399991,0.134000003,43.85537065,-64.89218512,316.292443
"541",693,693,1,100,741,613,-0.680239737,0.787463605,14,1,1,0.081821956,18.01199913,3.290999889,0.126000002,43.85015929,-64.86415177,316.292443
"542",699,699,1,100,750,684,0.289239794,0.98570174,7,1,1,0.027794102,19.37700081,5.138000011,0.234999999,43.84156588,-64.9448653,316.292443
"543",709,709,1,100,796,768,0.404543698,0.283578336,9,1,1,0.027333245,19.0529995,5.381000042,0.35800001,43.83498154,-64.94291002,316.292443
"544",750,750,1,100,684,610,-1.464788556,0.462561905,14,0,1,0.070453629,16.80900002,1.546000004,0.150000006,43.64221775,-65.31030353,316.292443
